Date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Procurement lead time,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Manufacturing lead time,Manufacturing costs,is_weekend,day_of_week,month,quarter,year,day_of_year,week_of_year,is_month_end,is_quarter_end,is_event_active,active_event,seasonal_multiplier
2023-07-11,haircare,SKU011,28.09,88,516,14494.44,Female,630,23,5,Standard,23.46,Supplier_7,Chennai,6,12.29,0,1,7,3,2023,192,28,0,0,1,Back to School,1.2424
2023-07-12,haircare,SKU011,73.88,89,557,41151.16,Female,557,16,7,Economy,16.63,Supplier_6,Bangalore,12,40.08,0,2,7,3,2023,193,28,0,0,1,Back to School,1.2384
2023-07-13,haircare,SKU011,100.14,93,538,53875.32,Female,538,17,7,Standard,25.35,Supplier_1,Kolkata,16,64.6,0,3,7,3,2023,194,28,0,0,1,Back to School,1.3717
2023-07-14,haircare,SKU011,36.65,94,596,21843.4,Male,596,13,4,Standard,21.05,Supplier_7,Mumbai,12,19.29,0,4,7,3,2023,195,28,0,0,1,Back to School,1.3674
2023-07-15,haircare,SKU011,45.1,85,482,21738.2,Female,482,22,1,Express,16.29,Supplier_5,Chennai,16,17.27,1,5,7,3,2023,196,28,0,0,1,Back to School,1.7723
2023-07-16,haircare,SKU011,104.0,89,591,61464.0,Female,591,9,1,Economy,17.88,Supplier_1,Delhi,14,57.26,1,6,7,3,2023,197,28,0,0,1,Back to School,1.7171
2023-07-17,haircare,SKU011,30.09,93,445,13390.05,Male,445,25,6,Economy,11.06,Supplier_3,Chennai,8,13.45,0,0,7,3,2023,198,29,0,0,1,Back to School,1.4268
2023-07-18,haircare,SKU011,52.1,100,400,20840.0,Female,400,18,5,Express,10.65,Supplier_6,Kolkata,20,19.55,0,1,7,3,2023,199,29,0,0,1,Back to School,1.2806
2023-07-19,haircare,SKU011,94.53,87,630,59553.9,Female,630,13,7,Economy,13.23,Supplier_6,Chennai,10,45.88,0,2,7,3,2023,200,29,0,0,1,Back to School,1.2772
2023-07-20,haircare,SKU011,63.45,90,640,40608.0,Unisex,640,3,1,Standard,28.6,Supplier_1,Bangalore,9,27.42,0,3,7,3,2023,201,29,0,0,1,Back to School,1.4155
2023-07-21,haircare,SKU011,92.22,88,395,36426.9,Male,395,10,5,Premium,13.89,Supplier_4,Delhi,14,35.04,0,4,7,3,2023,202,29,0,0,1,Back to School,1.4121
2023-07-22,haircare,SKU011,41.79,96,604,25241.16,Unisex,604,22,5,Standard,29.74,Supplier_4,Kolkata,7,17.39,1,5,7,3,2023,203,29,0,0,0,None,1.8314
2023-07-23,haircare,SKU011,33.06,89,434,14348.04,Male,434,11,6,Economy,28.81,Supplier_3,Mumbai,10,20.84,1,6,7,3,2023,204,29,0,0,0,None,1.6867
2023-07-24,haircare,SKU011,117.93,96,495,58375.35,Male,495,9,2,Premium,11.88,Supplier_6,Delhi,15,70.3,0,0,7,3,2023,205,30,0,0,0,None,1.4026
2023-07-25,haircare,SKU011,34.53,89,531,18335.43,Female,531,5,1,Standard,26.35,Supplier_7,Delhi,11,20.05,0,1,7,3,2023,206,30,0,0,0,None,1.2598
2023-07-26,haircare,SKU011,100.76,96,372,37482.72,Male,372,4,4,Express,25.55,Supplier_5,Delhi,14,48.53,0,2,7,3,2023,207,30,0,0,0,None,1.2575
2023-07-27,haircare,SKU011,105.58,89,418,44132.44,Unisex,418,22,6,Standard,23.57,Supplier_7,Delhi,18,45.3,0,3,7,3,2023,208,30,0,0,0,None,1.3947
2023-07-28,haircare,SKU011,80.67,92,527,42513.09,Female,527,10,1,Standard,28.73,Supplier_6,Delhi,9,50.27,0,4,7,3,2023,209,30,1,0,0,None,1.6013
2023-07-29,haircare,SKU011,52.64,98,566,29794.24,Female,566,20,5,Economy,17.55,Supplier_7,Mumbai,20,33.44,1,5,7,3,2023,210,30,1,0,0,None,2.0785
2023-07-30,haircare,SKU011,93.22,98,513,47821.86,Female,513,17,4,Premium,18.62,Supplier_2,Delhi,10,50.04,1,6,7,3,2023,211,30,1,0,0,None,1.9159
2023-07-31,haircare,SKU011,28.67,96,575,16485.25,Male,575,25,6,Express,16.96,Supplier_4,Bangalore,16,16.12,0,0,7,3,2023,212,31,1,0,0,None,1.5945
2023-08-01,haircare,SKU011,103.91,97,413,42914.83,Female,413,22,5,Express,13.17,Supplier_6,Chennai,8,42.05,0,1,8,3,2023,213,31,0,0,0,None,1.3711
2023-08-02,haircare,SKU011,22.38,96,461,10317.18,Female,461,20,3,Economy,20.71,Supplier_3,Delhi,5,10.72,0,2,8,3,2023,214,31,0,0,0,None,1.3696
2023-08-03,haircare,SKU011,111.43,89,426,47469.18,Male,426,15,5,Express,14.23,Supplier_3,Delhi,9,69.53,0,3,8,3,2023,215,31,0,0,0,None,1.5203
2023-08-04,haircare,SKU011,26.47,98,463,12255.61,Female,463,3,3,Premium,15.6,Supplier_6,Pune,14,10.51,0,4,8,3,2023,216,31,0,0,0,None,1.3809
2023-08-05,haircare,SKU011,20.24,92,305,6173.2,Unisex,305,11,1,Standard,24.21,Supplier_2,Pune,11,9.56,1,5,8,3,2023,217,31,0,0,0,None,1.7939
2023-08-06,haircare,SKU011,47.38,85,273,12934.74,Male,273,20,3,Premium,27.26,Supplier_1,Mumbai,7,19.98,1,6,8,3,2023,218,31,0,0,0,None,1.6548
2023-08-07,haircare,SKU011,80.88,93,385,31138.8,Unisex,385,14,7,Standard,12.22,Supplier_4,Mumbai,13,51.91,0,0,8,3,2023,219,32,0,0,0,None,1.3783
2023-08-08,haircare,SKU011,104.91,85,410,43013.1,Female,410,18,4,Premium,10.3,Supplier_1,Delhi,18,45.56,0,1,8,3,2023,220,32,0,0,0,None,1.2399
2023-08-09,haircare,SKU011,97.34,88,449,43705.66,Unisex,449,25,2,Economy,20.37,Supplier_1,Pune,6,44.99,0,2,8,3,2023,221,32,0,0,0,None,1.2394
2023-08-10,haircare,SKU011,104.82,97,292,30607.44,Male,292,13,2,Economy,23.12,Supplier_3,Kolkata,6,43.31,0,3,8,3,2023,222,32,0,0,0,None,1.3078
2023-08-11,haircare,SKU011,117.72,96,300,35316.0,Unisex,300,15,2,Express,21.8,Supplier_7,Delhi,16,50.22,0,4,8,3,2023,223,32,0,0,0,None,1.3075
2023-08-12,haircare,SKU011,43.39,99,601,26077.39,Unisex,601,14,7,Economy,10.94,Supplier_5,Kolkata,18,25.41,1,5,8,3,2023,224,32,0,0,0,None,1.6995
2023-08-13,haircare,SKU011,72.24,86,560,40454.4,Male,560,8,4,Premium,29.39,Supplier_6,Bangalore,8,27.44,1,6,8,3,2023,225,32,0,0,0,None,1.5686
2023-08-14,haircare,SKU011,40.54,94,440,17837.6,Unisex,440,3,1,Premium,26.46,Supplier_1,Kolkata,6,17.32,0,0,8,3,2023,226,33,0,0,0,None,1.307
2023-08-15,haircare,SKU011,74.97,97,443,33211.71,Unisex,443,6,8,Express,9.62,Supplier_4,Pune,12,34.75,0,1,8,3,2023,227,33,0,0,0,None,1.1763
2023-08-16,haircare,SKU011,65.21,89,425,27714.25,Female,425,14,2,Premium,23.8,Supplier_7,Pune,18,28.71,0,2,8,3,2023,228,33,0,0,0,None,1.2382
2023-08-17,haircare,SKU011,112.58,98,556,62594.48,Female,556,21,7,Economy,23.74,Supplier_3,Pune,16,59.73,0,3,8,3,2023,229,33,0,0,0,None,1.3757
2023-08-18,haircare,SKU011,105.09,97,406,42666.54,Male,406,15,2,Economy,8.48,Supplier_5,Pune,14,39.67,0,4,8,3,2023,230,33,0,0,0,None,1.3758
2023-08-19,haircare,SKU011,31.38,96,426,13367.88,Unisex,426,8,8,Express,12.37,Supplier_2,Kolkata,12,18.63,1,5,8,3,2023,231,33,0,0,0,None,1.7885
2023-08-20,haircare,SKU011,98.07,95,425,41679.75,Male,425,6,3,Premium,24.78,Supplier_6,Kolkata,9,35.61,1,6,8,3,2023,232,33,0,0,0,None,1.6509
2023-08-21,haircare,SKU011,58.6,97,368,21564.8,Male,368,12,4,Premium,14.78,Supplier_2,Chennai,12,29.09,0,0,8,3,2023,233,34,0,0,0,None,1.3757
2023-08-22,haircare,SKU011,43.95,94,220,9669.0,Female,220,20,5,Standard,25.45,Supplier_1,Pune,5,25.5,0,1,8,3,2023,234,34,0,0,0,None,1.2381
2023-08-23,haircare,SKU011,56.48,99,497,28070.56,Female,497,5,7,Economy,9.7,Supplier_5,Delhi,20,24.48,0,2,8,3,2023,235,34,0,0,0,None,1.238
2023-08-24,haircare,SKU011,47.42,93,236,11191.12,Unisex,236,9,7,Standard,24.72,Supplier_2,Bangalore,5,19.3,0,3,8,3,2023,236,34,0,0,0,None,1.3753
2023-08-25,haircare,SKU011,91.43,88,260,23771.8,Unisex,260,18,3,Standard,27.97,Supplier_6,Bangalore,12,58.0,0,4,8,3,2023,237,34,0,0,0,None,1.3751
2023-08-26,haircare,SKU011,69.61,88,344,23945.84,Female,344,19,1,Express,21.78,Supplier_4,Kolkata,20,29.4,1,5,8,3,2023,238,34,0,0,0,None,1.7871
2023-08-27,haircare,SKU011,89.56,90,504,45138.24,Unisex,504,17,5,Premium,10.92,Supplier_2,Bangalore,12,49.93,1,6,8,3,2023,239,34,0,0,0,None,1.649
2023-08-28,haircare,SKU011,36.11,99,490,17693.9,Female,490,25,2,Premium,19.58,Supplier_6,Delhi,17,20.74,0,0,8,3,2023,240,35,1,0,0,None,1.5796
2023-08-29,haircare,SKU011,98.53,100,244,24041.32,Unisex,244,23,8,Express,28.37,Supplier_3,Kolkata,18,41.02,0,1,8,3,2023,241,35,1,0,0,None,1.4208
2023-08-30,haircare,SKU011,38.65,94,443,17121.95,Unisex,443,6,6,Premium,17.39,Supplier_3,Mumbai,11,13.78,0,2,8,3,2023,242,35,1,0,0,None,1.4198
2023-08-31,haircare,SKU011,52.5,88,553,29032.5,Unisex,553,3,4,Standard,14.95,Supplier_2,Pune,7,24.6,0,3,8,3,2023,243,35,1,0,0,None,1.5763
2023-09-01,haircare,SKU011,64.55,86,270,17428.5,Male,270,19,7,Express,20.68,Supplier_7,Bangalore,5,37.42,0,4,9,3,2023,244,35,0,0,0,None,1.5064
2023-09-02,haircare,SKU011,58.39,85,586,34216.54,Female,586,24,4,Standard,28.55,Supplier_6,Delhi,14,23.16,1,5,9,3,2023,245,35,0,0,0,None,1.9562
2023-09-03,haircare,SKU011,106.3,89,488,51874.4,Unisex,488,9,5,Economy,21.69,Supplier_3,Chennai,18,67.09,1,6,9,3,2023,246,35,0,0,0,None,1.8034
2023-09-04,haircare,SKU011,109.96,88,434,47722.64,Male,434,23,2,Economy,21.97,Supplier_3,Mumbai,20,67.87,0,0,9,3,2023,247,36,0,0,0,None,1.3643
2023-09-05,haircare,SKU011,56.45,86,263,14846.35,Unisex,263,3,1,Premium,16.3,Supplier_4,Bangalore,17,28.24,0,1,9,3,2023,248,36,0,0,0,None,1.2259
2023-09-06,haircare,SKU011,15.12,94,475,7182.0,Female,475,5,5,Economy,17.25,Supplier_5,Kolkata,11,7.68,0,2,9,3,2023,249,36,0,0,0,None,1.2238
2023-09-07,haircare,SKU011,49.39,97,291,14372.49,Unisex,291,24,3,Economy,12.76,Supplier_1,Delhi,16,31.27,0,3,9,3,2023,250,36,0,0,0,None,1.3571
2023-09-08,haircare,SKU011,87.02,96,476,41421.52,Male,476,4,4,Economy,20.04,Supplier_2,Kolkata,16,36.56,0,4,9,3,2023,251,36,0,0,0,None,1.3541
2023-09-09,haircare,SKU011,33.82,96,293,9909.26,Unisex,293,9,8,Premium,10.22,Supplier_5,Pune,5,17.56,1,5,9,3,2023,252,36,0,0,0,None,1.7562
2023-09-10,haircare,SKU011,42.45,87,374,15876.3,Unisex,374,5,1,Express,27.95,Supplier_3,Bangalore,20,20.32,1,6,9,3,2023,253,36,0,0,0,None,1.536
2023-09-11,haircare,SKU011,39.17,86,379,14845.43,Female,379,5,2,Standard,22.03,Supplier_5,Chennai,7,17.22,0,0,9,3,2023,254,37,0,0,0,None,1.2764
2023-09-12,haircare,SKU011,83.5,90,327,27304.5,Unisex,327,21,5,Economy,14.43,Supplier_2,Mumbai,6,53.2,0,1,9,3,2023,255,37,0,0,0,None,1.1453
2023-09-13,haircare,SKU011,64.36,98,430,27674.8,Male,430,18,4,Premium,28.95,Supplier_4,Pune,12,27.81,0,2,9,3,2023,256,37,0,0,0,None,1.1415
2023-09-14,haircare,SKU011,96.89,94,466,45150.74,Unisex,466,8,6,Economy,15.1,Supplier_7,Bangalore,19,49.72,0,3,9,3,2023,257,37,0,0,0,None,1.2638
2023-09-15,haircare,SKU011,82.79,88,317,26244.43,Unisex,317,21,1,Standard,16.09,Supplier_2,Bangalore,15,47.81,0,4,9,3,2023,258,37,0,0,0,None,1.259
2023-09-16,haircare,SKU011,40.03,96,574,22977.22,Female,574,24,5,Premium,16.73,Supplier_4,Kolkata,20,16.73,1,5,9,3,2023,259,37,0,0,0,None,1.7158
2023-09-17,haircare,SKU011,16.97,99,381,6465.57,Male,381,5,5,Premium,9.45,Supplier_3,Chennai,16,10.62,1,6,9,3,2023,260,37,0,0,0,None,1.5769
2023-09-18,haircare,SKU011,117.01,91,305,35688.05,Unisex,305,6,5,Economy,23.59,Supplier_6,Mumbai,7,46.14,0,0,9,3,2023,261,38,0,0,0,None,1.3081
2023-09-19,haircare,SKU011,89.51,93,503,45023.53,Male,503,9,3,Economy,17.4,Supplier_4,Delhi,6,43.46,0,1,9,3,2023,262,38,0,0,0,None,1.1715
2023-09-20,haircare,SKU011,99.51,88,238,23683.38,Male,238,18,8,Express,15.89,Supplier_7,Chennai,13,61.07,0,2,9,3,2023,263,38,0,0,0,None,1.1654
2023-09-21,haircare,SKU011,18.63,100,460,8569.8,Male,460,9,2,Express,8.91,Supplier_5,Kolkata,10,9.21,0,3,9,3,2023,264,38,0,0,0,None,1.2878
2023-09-22,haircare,SKU011,95.8,92,450,43110.0,Female,450,10,6,Express,21.63,Supplier_6,Mumbai,10,39.3,0,4,9,3,2023,265,38,0,0,0,None,1.2804
2023-09-23,haircare,SKU011,32.08,93,324,10393.92,Unisex,324,15,4,Premium,17.6,Supplier_1,Kolkata,5,18.1,1,5,9,3,2023,266,38,0,0,0,None,1.6545
2023-09-24,haircare,SKU011,102.42,89,277,28370.34,Unisex,277,21,1,Economy,28.53,Supplier_6,Kolkata,7,54.05,1,6,9,3,2023,267,38,0,0,0,None,1.5175
2023-09-25,haircare,SKU011,108.77,95,368,40027.36,Female,368,21,3,Standard,20.76,Supplier_3,Chennai,17,42.36,0,0,9,3,2023,268,39,0,0,0,None,1.2562
2023-09-26,haircare,SKU011,98.51,93,351,34577.01,Female,351,9,7,Express,11.21,Supplier_1,Kolkata,12,47.33,0,1,9,3,2023,269,39,0,0,0,None,1.1227
2023-09-27,haircare,SKU011,97.92,89,476,46609.92,Male,476,16,1,Premium,18.91,Supplier_2,Chennai,17,41.12,0,2,9,3,2023,270,39,0,0,0,None,1.1146
2023-09-28,haircare,SKU011,71.38,96,390,27838.2,Unisex,390,18,2,Premium,17.42,Supplier_5,Mumbai,11,46.2,0,3,9,3,2023,271,39,1,1,0,None,1.4135
2023-09-29,haircare,SKU011,52.91,91,356,18835.96,Male,356,12,4,Express,29.98,Supplier_6,Mumbai,19,26.3,0,4,9,3,2023,272,39,1,1,0,None,1.4024
2023-09-30,haircare,SKU011,37.49,87,590,22119.1,Female,590,5,2,Premium,11.58,Supplier_5,Kolkata,9,16.9,1,5,9,3,2023,273,39,1,1,0,None,1.8083
2023-10-01,haircare,SKU011,61.15,96,409,25010.35,Male,409,16,3,Economy,16.23,Supplier_7,Chennai,8,26.3,1,6,10,4,2023,274,39,0,0,1,Diwali,1.0554
2023-10-02,haircare,SKU011,70.9,90,587,41618.3,Male,587,19,1,Premium,19.67,Supplier_5,Kolkata,14,42.62,0,0,10,4,2023,275,40,0,0,1,Diwali,0.8718
2023-10-03,haircare,SKU011,33.59,97,484,16257.56,Male,484,17,8,Economy,21.87,Supplier_3,Mumbai,5,13.04,0,1,10,4,2023,276,40,0,0,1,Diwali,0.7776
2023-10-04,haircare,SKU011,29.27,92,614,17971.78,Female,614,5,8,Express,21.98,Supplier_3,Kolkata,7,18.27,0,2,10,4,2023,277,40,0,0,1,Diwali,0.7003
2023-10-05,haircare,SKU011,62.67,89,400,25068.0,Female,400,17,2,Premium,26.34,Supplier_3,Chennai,5,40.47,0,3,10,4,2023,278,40,0,0,1,Diwali,0.7707
2023-10-06,haircare,SKU011,118.47,91,273,32342.31,Female,273,7,6,Economy,29.25,Supplier_1,Pune,15,70.01,0,4,10,4,2023,279,40,0,0,1,Diwali,0.7631
2023-10-07,haircare,SKU011,95.67,90,299,28605.33,Unisex,299,19,1,Express,14.46,Supplier_2,Bangalore,14,52.74,1,5,10,4,2023,280,40,0,0,1,Diwali,0.982
2023-10-08,haircare,SKU011,60.43,85,418,25259.74,Male,418,13,2,Standard,16.63,Supplier_2,Chennai,15,33.67,1,6,10,4,2023,281,40,0,0,1,Diwali,0.897
2023-10-09,haircare,SKU011,35.58,97,397,14125.26,Female,397,7,1,Economy,24.46,Supplier_1,Delhi,12,18.75,0,0,10,4,2023,282,41,0,0,1,Diwali,0.7396
2023-10-10,haircare,SKU011,16.56,91,564,9339.84,Male,564,13,3,Premium,13.5,Supplier_7,Delhi,11,8.99,0,1,10,4,2023,283,41,0,0,1,Diwali,0.6255
2023-10-11,haircare,SKU011,35.24,96,647,22800.28,Male,647,14,4,Standard,16.21,Supplier_7,Bangalore,18,17.72,0,2,10,4,2023,284,41,0,0,1,Diwali,0.6185
2023-10-12,haircare,SKU011,21.97,95,535,11753.95,Male,535,21,7,Premium,20.37,Supplier_5,Pune,15,11.21,0,3,10,4,2023,285,41,0,0,1,Diwali,0.6795
2023-10-13,haircare,SKU011,75.93,86,611,46393.23,Male,611,8,4,Express,20.55,Supplier_1,Mumbai,12,36.6,0,4,10,4,2023,286,41,0,0,1,Diwali,0.6717
2023-10-14,haircare,SKU011,78.49,89,452,35477.48,Male,452,7,4,Economy,17.08,Supplier_2,Mumbai,17,30.01,1,5,10,4,2023,287,41,0,0,1,Diwali,0.863
2023-10-15,haircare,SKU011,44.57,100,416,18541.12,Male,416,3,6,Standard,17.74,Supplier_5,Kolkata,9,23.6,1,6,10,4,2023,288,41,0,0,1,Diwali,0.7872
2023-10-16,haircare,SKU011,46.69,89,369,17228.61,Male,369,7,2,Standard,17.38,Supplier_2,Mumbai,6,28.17,0,0,10,4,2023,289,42,0,0,1,Diwali,0.6822
2023-10-17,haircare,SKU011,110.67,97,417,46149.39,Unisex,417,24,3,Economy,11.1,Supplier_5,Kolkata,5,56.33,0,1,10,4,2023,290,42,0,0,1,Diwali,0.6066
2023-10-18,haircare,SKU011,27.36,85,552,15102.72,Male,552,16,8,Economy,16.62,Supplier_3,Delhi,11,14.13,0,2,10,4,2023,291,42,0,0,1,Diwali,0.5992
2023-10-19,haircare,SKU011,85.29,88,354,30192.66,Unisex,354,3,1,Economy,15.45,Supplier_1,Delhi,18,38.71,0,3,10,4,2023,292,42,0,0,1,Diwali,0.6575
2023-10-20,haircare,SKU011,82.45,93,479,39493.55,Unisex,479,14,4,Premium,28.06,Supplier_6,Delhi,7,32.23,0,4,10,4,2023,293,42,0,0,1,Diwali,0.6494
2023-10-21,haircare,SKU011,93.28,88,358,33394.24,Unisex,358,22,6,Premium,13.76,Supplier_7,Kolkata,13,59.63,1,5,10,4,2023,294,42,0,0,1,Diwali,0.8338
2023-10-22,haircare,SKU011,43.4,91,453,19660.2,Female,453,3,5,Economy,22.58,Supplier_5,Mumbai,5,17.44,1,6,10,4,2023,295,42,0,0,1,Diwali,0.7601
2023-10-23,haircare,SKU011,93.95,93,275,25836.25,Male,275,10,8,Premium,12.39,Supplier_4,Pune,13,53.76,0,0,10,4,2023,296,43,0,0,1,Diwali,0.6256
2023-10-24,haircare,SKU011,104.16,85,568,59162.88,Male,613,25,1,Economy,27.87,Supplier_5,Delhi,7,38.77,0,1,10,4,2023,297,43,0,0,1,Diwali,0.5561
2023-10-25,haircare,SKU011,79.81,94,357,28492.17,Male,357,22,8,Premium,10.9,Supplier_1,Bangalore,14,42.15,0,2,10,4,2023,298,43,0,0,1,Diwali,0.5493
2023-10-26,haircare,SKU011,17.53,93,469,8221.57,Male,469,4,1,Economy,10.37,Supplier_2,Pune,18,9.72,0,3,10,4,2023,299,43,0,0,1,Diwali,0.603
2023-10-27,haircare,SKU011,91.95,91,496,45607.2,Male,496,6,3,Economy,23.85,Supplier_1,Bangalore,18,44.61,0,4,10,4,2023,300,43,0,0,1,Diwali,0.5958
2023-10-28,haircare,SKU011,105.24,95,574,60407.76,Female,574,7,5,Economy,10.98,Supplier_4,Delhi,5,61.74,1,5,10,4,2023,301,43,1,0,1,Diwali,0.8803
2023-10-29,haircare,SKU011,83.33,98,334,27832.22,Male,334,13,1,Premium,16.65,Supplier_3,Chennai,6,47.38,1,6,10,4,2023,302,43,1,0,1,Diwali,0.8032
2023-10-30,haircare,SKU011,119.29,86,377,44972.33,Female,377,4,6,Economy,10.79,Supplier_5,Pune,11,63.76,0,0,10,4,2023,303,44,1,0,1,Diwali,0.6619
2023-10-31,haircare,SKU011,76.31,87,276,21061.56,Female,276,3,4,Economy,26.34,Supplier_4,Pune,18,36.19,0,1,10,4,2023,304,44,1,0,1,Diwali,0.5892
2023-11-01,haircare,SKU011,83.14,93,479,39824.06,Male,479,8,3,Standard,13.32,Supplier_7,Delhi,8,49.93,0,2,11,4,2023,305,44,0,0,1,Diwali,0.5576
2023-11-02,haircare,SKU011,34.46,85,296,10200.16,Female,296,16,4,Premium,27.02,Supplier_3,Mumbai,7,15.82,0,3,11,4,2023,306,44,0,0,1,Diwali,0.6133
2023-11-03,haircare,SKU011,82.01,85,378,30999.78,Unisex,378,18,2,Standard,29.53,Supplier_7,Kolkata,8,51.73,0,4,11,4,2023,307,44,0,0,1,Diwali,0.6074
2023-11-04,haircare,SKU011,66.57,90,492,32752.44,Unisex,492,11,5,Premium,26.27,Supplier_1,Kolkata,7,41.06,1,5,11,4,2023,308,44,0,0,1,Diwali,0.7113
2023-11-05,haircare,SKU011,86.3,94,522,45048.6,Male,522,20,5,Premium,16.31,Supplier_7,Delhi,10,35.14,1,6,11,4,2023,309,44,0,0,1,Diwali,0.6509
2023-11-06,haircare,SKU011,34.61,86,563,19485.43,Female,627,21,6,Premium,22.27,Supplier_7,Chennai,13,13.2,0,0,11,4,2023,310,45,0,0,1,Diwali,0.5381
2023-11-07,haircare,SKU011,51.34,92,547,28082.98,Male,569,5,4,Premium,24.86,Supplier_1,Delhi,13,29.9,0,1,11,4,2023,311,45,0,0,1,Diwali,0.4807
2023-11-08,haircare,SKU011,87.09,88,486,42325.74,Female,587,13,1,Premium,29.79,Supplier_7,Kolkata,17,48.56,0,2,11,4,2023,312,45,0,0,1,Diwali,0.4774
2023-11-09,haircare,SKU011,110.81,92,417,46207.77,Unisex,417,22,7,Economy,27.93,Supplier_1,Chennai,18,70.29,0,3,11,4,2023,313,45,0,0,1,Diwali,0.5273
2023-11-10,haircare,SKU011,32.8,87,536,17580.8,Male,540,14,4,Express,21.87,Supplier_3,Kolkata,10,14.63,0,4,11,4,2023,314,45,0,0,1,Diwali,0.4983
2023-11-11,haircare,SKU011,38.37,98,650,24940.5,Female,650,24,1,Standard,15.14,Supplier_7,Delhi,14,17.51,1,5,11,4,2023,315,45,0,0,1,Diwali,0.6449
2023-11-12,haircare,SKU011,17.69,100,451,7978.19,Unisex,451,24,7,Economy,9.14,Supplier_3,Kolkata,20,9.31,1,6,11,4,2023,316,45,0,0,1,Diwali,0.5931
2023-11-13,haircare,SKU011,107.57,89,452,48621.64,Unisex,452,19,1,Economy,29.11,Supplier_3,Mumbai,11,48.74,0,0,11,4,2023,317,46,0,0,1,Diwali,0.4928
2023-11-14,haircare,SKU011,26.96,96,478,12886.88,Unisex,478,13,1,Standard,26.4,Supplier_4,Delhi,5,12.99,0,1,11,4,2023,318,46,0,0,1,Diwali,0.4427
2023-11-15,haircare,SKU011,59.36,85,395,23447.2,Male,395,6,5,Economy,12.56,Supplier_4,Bangalore,10,25.61,0,2,11,4,2023,319,46,0,0,1,Diwali,0.4422
2023-11-16,haircare,SKU011,29.53,96,344,10158.32,Female,344,8,4,Premium,12.29,Supplier_4,Delhi,5,15.78,0,3,11,4,2023,320,46,0,0,1,Diwali,0.5172
2023-11-17,haircare,SKU011,86.87,89,479,41610.73,Male,479,10,7,Express,29.86,Supplier_4,Delhi,11,37.91,0,4,11,4,2023,321,46,0,0,1,Diwali,0.5176
2023-11-18,haircare,SKU011,39.99,88,535,21394.65,Male,535,6,5,Economy,10.64,Supplier_6,Kolkata,6,14.85,1,5,11,4,2023,322,46,0,0,1,Diwali,0.6742
2023-11-19,haircare,SKU011,68.58,95,391,26814.78,Female,391,22,6,Economy,8.33,Supplier_3,Pune,15,34.5,1,6,11,4,2023,323,46,0,0,1,Diwali,0.624
2023-11-20,haircare,SKU011,118.82,91,418,49666.76,Female,418,12,2,Standard,27.03,Supplier_3,Mumbai,20,69.16,0,0,11,4,2023,324,47,0,0,1,Diwali,0.522
2023-11-21,haircare,SKU011,94.41,88,522,49282.02,Male,526,8,1,Standard,27.37,Supplier_5,Delhi,11,58.08,0,1,11,4,2023,325,47,0,0,1,Diwali,0.472
2023-11-22,haircare,SKU011,75.94,87,461,35008.34,Male,461,23,4,Express,21.81,Supplier_2,Kolkata,19,35.57,0,2,11,4,2023,326,47,0,0,1,Diwali,0.4747
2023-11-23,haircare,SKU011,31.58,92,447,14116.26,Unisex,447,23,7,Express,14.7,Supplier_3,Chennai,9,14.57,0,3,11,4,2023,327,47,0,0,1,Diwali,0.531
2023-11-24,haircare,SKU011,25.78,95,373,9615.94,Unisex,373,7,2,Express,22.11,Supplier_2,Kolkata,18,9.39,0,4,11,4,2023,328,47,0,0,1,Diwali,0.5351
2023-11-25,haircare,SKU011,37.8,89,585,22113.0,Female,585,11,8,Economy,26.33,Supplier_2,Delhi,15,18.82,1,5,11,4,2023,329,47,0,0,1,Diwali,0.7016
2023-11-26,haircare,SKU011,61.4,85,527,32357.8,Male,527,17,1,Premium,21.24,Supplier_3,Pune,11,33.66,1,6,11,4,2023,330,47,0,0,1,Diwali,0.6537
2023-11-27,haircare,SKU011,68.15,96,358,24397.7,Male,358,5,6,Standard,24.62,Supplier_7,Pune,11,33.54,0,0,11,4,2023,331,48,0,0,1,Diwali,0.5504
2023-11-28,haircare,SKU011,106.77,98,383,40892.91,Male,383,18,7,Premium,15.16,Supplier_7,Bangalore,12,41.44,0,1,11,4,2023,332,48,1,0,1,Diwali,0.5761
2023-11-29,haircare,SKU011,70.99,98,377,26763.23,Unisex,377,16,3,Express,19.0,Supplier_5,Delhi,9,32.89,0,2,11,4,2023,333,48,1,0,1,Diwali,0.583
2023-11-30,haircare,SKU011,111.93,93,305,34138.65,Female,305,15,7,Premium,23.39,Supplier_5,Bangalore,12,57.61,0,3,11,4,2023,334,48,1,0,1,Diwali,0.6561
2023-12-01,haircare,SKU011,76.88,85,546,41976.48,Female,546,15,2,Standard,23.64,Supplier_5,Pune,8,47.39,0,4,12,4,2023,335,48,0,0,1,Christmas,0.6361
2023-12-02,haircare,SKU011,88.4,94,523,46233.2,Female,523,22,7,Economy,23.26,Supplier_7,Mumbai,13,55.25,1,5,12,4,2023,336,48,0,0,1,Christmas,0.8388
2023-12-03,haircare,SKU011,27.58,88,453,12493.74,Male,453,24,4,Economy,11.25,Supplier_4,Chennai,9,17.64,1,6,12,4,2023,337,48,0,0,1,Christmas,0.7858
